data
Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=13AE808784FF97F42338C5BC9FE1FBC7?SERIES_KEY=383.CLIFS.M.SE._Z.4F.EC.CLIFS_CI.IDX;
2019May;0,1468;Normal value (A)
2019Apr;0,0549;Normal value (A)
2019Mar;0,0613;Normal value (A)
2019Feb;0,0615;Normal value (A)
2019Jan;0,0471;Normal value (A)
2018Dec;0,0639;Normal value (A)
2018Nov;0,0670;Normal value (A)
2018Oct;0,0636;Normal value (A)
2018Sep;0,0344;Normal value (A)
2018Aug;0,0591;Normal value (A)
2018Jul;0,0586;Normal value (A)
2018Jun;0,0607;Normal value (A)
2018May;0,0713;Normal value (A)
2018Apr;0,1183;Normal value (A)
2018Mar;0,1418;Normal value (A)
2018Feb;0,1322;Normal value (A)
2018Jan;0,0897;Normal value (A)
2017Dec;0,0485;Normal value (A)
2017Nov;0,0622;Normal value (A)
2017Oct;0,0643;Normal value (A)
2017Sep;0,0708;Normal value (A)
2017Aug;0,0899;Normal value (A)
2017Jul;0,1105;Normal value (A)
2017Jun;0,0310;Normal value (A)
2017May;0,0322;Normal value (A)
2017Apr;0,0486;Normal value (A)
2017Mar;0,0353;Normal value (A)
2017Feb;0,0393;Normal value (A)
2017Jan;0,0475;Normal value (A)
2016Dec;0,0708;Normal value (A)
2016Nov;0,0850;Normal value (A)
2016Oct;0,0786;Normal value (A)
2016Sep;0,0780;Normal value (A)
2016Aug;0,0345;Normal value (A)
2016Jul;0,0387;Normal value (A)
2016Jun;0,0694;Normal value (A)
2016May;0,0567;Normal value (A)
2016Apr;0,0645;Normal value (A)
2016Mar;0,0507;Normal value (A)
2016Feb;0,0971;Normal value (A)
2016Jan;0,0934;Normal value (A)
2015Dec;0,0889;Normal value (A)
2015Nov;0,0516;Normal value (A)
2015Oct;0,0578;Normal value (A)
2015Sep;0,0656;Normal value (A)
2015Aug;0,0705;Normal value (A)
2015Jul;0,0465;Normal value (A)
2015Jun;0,0549;Normal value (A)
2015May;0,0563;Normal value (A)
2015Apr;0,0504;Normal value (A)
2015Mar;0,0349;Normal value (A)
2015Feb;0,0473;Normal value (A)
2015Jan;0,0387;Normal value (A)
2014Dec;0,0447;Normal value (A)
2014Nov;0,0303;Normal value (A)
2014Oct;0,0414;Normal value (A)
2014Sep;0,0442;Normal value (A)
2014Aug;0,0282;Normal value (A)
2014Jul;0,0591;Normal value (A)
2014Jun;0,0625;Normal value (A)
2014May;0,0303;Normal value (A)
2014Apr;0,0819;Normal value (A)
2014Mar;0,0342;Normal value (A)
2014Feb;0,0313;Normal value (A)
2014Jan;0,0468;Normal value (A)
2013Dec;0,0259;Normal value (A)
2013Nov;0,0816;Normal value (A)
2013Oct;0,0365;Normal value (A)
2013Sep;0,0474;Normal value (A)
2013Aug;0,0414;Normal value (A)
2013Jul;0,0345;Normal value (A)
2013Jun;0,0461;Normal value (A)
2013May;0,1022;Normal value (A)
2013Apr;0,1015;Normal value (A)
2013Mar;0,0995;Normal value (A)
2013Feb;0,0891;Normal value (A)
2013Jan;0,0613;Normal value (A)
2012Dec;0,0583;Normal value (A)
2012Nov;0,0771;Normal value (A)
2012Oct;0,0990;Normal value (A)
2012Sep;0,1572;Normal value (A)
2012Aug;0,1491;Normal value (A)
2012Jul;0,1139;Normal value (A)
2012Jun;0,1137;Normal value (A)
2012May;0,1147;Normal value (A)
2012Apr;0,1088;Normal value (A)
2012Mar;0,0775;Normal value (A)
2012Feb;0,0564;Normal value (A)
2012Jan;0,0672;Normal value (A)
2011Dec;0,0890;Normal value (A)
2011Nov;0,1242;Normal value (A)
2011Oct;0,1307;Normal value (A)
2011Sep;0,1340;Normal value (A)
2011Aug;0,1220;Normal value (A)
2011Jul;0,0525;Normal value (A)
2011Jun;0,0470;Normal value (A)
2011May;0,0372;Normal value (A)
2011Apr;0,0352;Normal value (A)
2011Mar;0,0387;Normal value (A)
2011Feb;0,0813;Normal value (A)
2011Jan;0,0924;Normal value (A)
2010Dec;0,1440;Normal value (A)
2010Nov;0,1327;Normal value (A)
2010Oct;0,1514;Normal value (A)
2010Sep;0,1965;Normal value (A)
2010Aug;0,1098;Normal value (A)
2010Jul;0,1663;Normal value (A)
2010Jun;0,1421;Normal value (A)
2010May;0,2397;Normal value (A)
2010Apr;0,1032;Normal value (A)
2010Mar;0,1721;Normal value (A)
2010Feb;0,2066;Normal value (A)
2010Jan;0,2259;Normal value (A)
2009Dec;0,2955;Normal value (A)
2009Nov;0,2864;Normal value (A)
2009Oct;0,4267;Normal value (A)
2009Sep;0,3962;Normal value (A)
2009Aug;0,5720;Normal value (A)
2009Jul;0,3094;Normal value (A)
2009Jun;0,4767;Normal value (A)
2009May;0,5473;Normal value (A)
2009Apr;0,6270;Normal value (A)
2009Mar;0,6206;Normal value (A)
2009Feb;0,6185;Normal value (A)
2009Jan;0,3469;Normal value (A)
2008Dec;0,5608;Normal value (A)
2008Nov;0,5451;Normal value (A)
2008Oct;0,3931;Normal value (A)
2008Sep;0,1928;Normal value (A)
2008Aug;0,0856;Normal value (A)
2008Jul;0,1436;Normal value (A)
2008Jun;0,0880;Normal value (A)
2008May;0,0773;Normal value (A)
2008Apr;0,0959;Normal value (A)
2008Mar;0,1311;Normal value (A)
2008Feb;0,1237;Normal value (A)
2008Jan;0,1252;Normal value (A)
2007Dec;0,1002;Normal value (A)
2007Nov;0,1068;Normal value (A)
2007Oct;0,1254;Normal value (A)
2007Sep;0,1492;Normal value (A)
2007Aug;0,1519;Normal value (A)
2007Jul;0,0848;Normal value (A)
2007Jun;0,0979;Normal value (A)
2007May;0,0494;Normal value (A)
2007Apr;0,0487;Normal value (A)
2007Mar;0,0708;Normal value (A)
2007Feb;0,0679;Normal value (A)
2007Jan;0,0555;Normal value (A)
2006Dec;0,0664;Normal value (A)
2006Nov;0,1092;Normal value (A)
2006Oct;0,0543;Normal value (A)
2006Sep;0,0598;Normal value (A)
2006Aug;0,0569;Normal value (A)
2006Jul;0,0662;Normal value (A)
2006Jun;0,1156;Normal value (A)
2006May;0,0903;Normal value (A)
2006Apr;0,0592;Normal value (A)
2006Mar;0,0284;Normal value (A)
2006Feb;0,0301;Normal value (A)
2006Jan;0,0327;Normal value (A)
2005Dec;0,0515;Normal value (A)
2005Nov;0,0950;Normal value (A)
2005Oct;0,0667;Normal value (A)
2005Sep;0,0427;Normal value (A)
2005Aug;0,0722;Normal value (A)
2005Jul;0,1232;Normal value (A)
2005Jun;0,1314;Normal value (A)
2005May;0,0968;Normal value (A)
2005Apr;0,0678;Normal value (A)
2005Mar;0,0393;Normal value (A)
2005Feb;0,0973;Normal value (A)
2005Jan;0,1278;Normal value (A)
2004Dec;0,1284;Normal value (A)
2004Nov;0,0822;Normal value (A)
2004Oct;0,0715;Normal value (A)
2004Sep;0,0899;Normal value (A)
2004Aug;0,0634;Normal value (A)
2004Jul;0,0750;Normal value (A)
2004Jun;0,1156;Normal value (A)
2004May;0,1431;Normal value (A)
2004Apr;0,1257;Normal value (A)
2004Mar;0,1709;Normal value (A)
2004Feb;0,1842;Normal value (A)
2004Jan;0,1606;Normal value (A)
2003Dec;0,1307;Normal value (A)
2003Nov;0,1155;Normal value (A)
2003Oct;0,2505;Normal value (A)
2003Sep;0,2302;Normal value (A)
2003Aug;0,1509;Normal value (A)
2003Jul;0,2189;Normal value (A)
2003Jun;0,1821;Normal value (A)
2003May;0,2222;Normal value (A)
2003Apr;0,1249;Normal value (A)
2003Mar;0,1336;Normal value (A)
2003Feb;0,1838;Normal value (A)
2003Jan;0,0911;Normal value (A)
2002Dec;0,0521;Normal value (A)
2002Nov;0,1058;Normal value (A)
2002Oct;0,1247;Normal value (A)
2002Sep;0,0992;Normal value (A)
2002Aug;0,0504;Normal value (A)
2002Jul;0,1095;Normal value (A)
2002Jun;0,1458;Normal value (A)
2002May;0,0489;Normal value (A)
2002Apr;0,0923;Normal value (A)
2002Mar;0,1143;Normal value (A)
2002Feb;0,0212;Normal value (A)
2002Jan;0,0993;Normal value (A)
2001Dec;0,0286;Normal value (A)
2001Nov;0,1349;Normal value (A)
2001Oct;0,1470;Normal value (A)
2001Sep;0,2162;Normal value (A)
2001Aug;0,1176;Normal value (A)
2001Jul;0,1086;Normal value (A)
2001Jun;0,1564;Normal value (A)
2001May;0,0483;Normal value (A)
2001Apr;0,0986;Normal value (A)
2001Mar;0,2160;Normal value (A)
2001Feb;0,1813;Normal value (A)
2001Jan;0,1788;Normal value (A)
2000Dec;0,1652;Normal value (A)
2000Nov;0,1395;Normal value (A)
2000Oct;0,1743;Normal value (A)
2000Sep;0,0930;Normal value (A)
2000Aug;0,0564;Normal value (A)
2000Jul;0,0637;Normal value (A)
2000Jun;0,0735;Normal value (A)
2000May;0,0833;Normal value (A)
2000Apr;0,0933;Normal value (A)
2000Mar;0,1599;Normal value (A)
2000Feb;0,1036;Normal value (A)
2000Jan;0,1553;Normal value (A)
1999Dec;0,0665;Normal value (A)
1999Nov;0,0889;Normal value (A)
1999Oct;0,0913;Normal value (A)
1999Sep;0,0718;Normal value (A)
1999Aug;0,0637;Normal value (A)
1999Jul;0,0604;Normal value (A)
1999Jun;0,0930;Normal value (A)
1999May;0,0487;Normal value (A)
1999Apr;0,0531;Normal value (A)
1999Mar;0,0900;Normal value (A)
1999Feb;0,0586;Normal value (A)
1999Jan;0,1670;Normal value (A)
1998Dec;0,2173;Normal value (A)
1998Nov;0,1767;Normal value (A)
1998Oct;0,3208;Normal value (A)
1998Sep;0,1598;Normal value (A)
1998Aug;0,1223;Normal value (A)
1998Jul;0,0383;Normal value (A)
1998Jun;0,0563;Normal value (A)
1998May;0,0300;Normal value (A)
1998Apr;0,0259;Normal value (A)
1998Mar;0,0369;Normal value (A)
1998Feb;0,0330;Normal value (A)
1998Jan;0,0295;Normal value (A)
1997Dec;0,0359;Normal value (A)
1997Nov;0,0497;Normal value (A)
1997Oct;0,0546;Normal value (A)
1997Sep;0,0524;Normal value (A)
1997Aug;0,0495;Normal value (A)
1997Jul;0,0572;Normal value (A)
1997Jun;0,0618;Normal value (A)
1997May;0,0763;Normal value (A)
1997Apr;0,0750;Normal value (A)
1997Mar;0,1247;Normal value (A)
1997Feb;0,1079;Normal value (A)
1997Jan;0,0952;Normal value (A)
1996Dec;0,0923;Normal value (A)
1996Nov;0,0768;Normal value (A)
1996Oct;0,0640;Normal value (A)
1996Sep;0,0656;Normal value (A)
1996Aug;0,0966;Normal value (A)
1996Jul;0,0578;Normal value (A)
1996Jun;0,0752;Normal value (A)
1996May;0,0419;Normal value (A)
1996Apr;0,0942;Normal value (A)
1996Mar;0,1245;Normal value (A)
1996Feb;0,1269;Normal value (A)
1996Jan;0,0825;Normal value (A)
1995Dec;0,0498;Normal value (A)
1995Nov;0,1242;Normal value (A)
1995Oct;0,1267;Normal value (A)
1995Sep;0,1736;Normal value (A)
1995Aug;0,0856;Normal value (A)
1995Jul;0,1064;Normal value (A)
1995Jun;0,1060;Normal value (A)
1995May;0,1509;Normal value (A)
1995Apr;0,1796;Normal value (A)
1995Mar;0,1528;Normal value (A)
1995Feb;0,0533;Normal value (A)
1995Jan;0,0996;Normal value (A)
1994Dec;0,0761;Normal value (A)
1994Nov;0,0738;Normal value (A)
1994Oct;0,1112;Normal value (A)
1994Sep;0,1560;Normal value (A)
1994Aug;0,1502;Normal value (A)
1994Jul;0,2300;Normal value (A)
1994Jun;0,2226;Normal value (A)
1994May;0,1445;Normal value (A)
1994Apr;0,1546;Normal value (A)
1994Mar;0,1431;Normal value (A)
1994Feb;0,1360;Normal value (A)
1994Jan;0,0988;Normal value (A)
1993Dec;0,1937;Normal value (A)
1993Nov;0,1808;Normal value (A)
1993Oct;0,2013;Normal value (A)
1993Sep;0,2812;Normal value (A)
1993Aug;0,2596;Normal value (A)
1993Jul;0,2921;Normal value (A)
1993Jun;0,2087;Normal value (A)
1993May;0,3550;Normal value (A)
1993Apr;0,3717;Normal value (A)
1993Mar;0,4771;Normal value (A)
1993Feb;0,5274;Normal value (A)
1993Jan;0,5035;Normal value (A)
1992Dec;0,5071;Normal value (A)
1992Nov;0,6326;Normal value (A)
1992Oct;0,4374;Normal value (A)
1992Sep;0,4923;Normal value (A)
1992Aug;0,3384;Normal value (A)
1992Jul;0,2430;Normal value (A)
1992Jun;0,1945;Normal value (A)
1992May;0,2044;Normal value (A)
1992Apr;0,2383;Normal value (A)
1992Mar;0,2197;Normal value (A)
1992Feb;0,3766;Normal value (A)
1992Jan;0,2872;Normal value (A)
1991Dec;0,3483;Normal value (A)
1991Nov;0,2498;Normal value (A)
1991Oct;0,2102;Normal value (A)
1991Sep;0,2734;Normal value (A)
1991Aug;0,2617;Normal value (A)
1991Jul;0,1768;Normal value (A)
1991Jun;0,2600;Normal value (A)
1991May;0,2034;Normal value (A)
1991Apr;0,2014;Normal value (A)
1991Mar;0,2180;Normal value (A)
1991Feb;0,2605;Normal value (A)
1991Jan;0,2000;Normal value (A)
1990Dec;0,1002;Normal value (A)
1990Nov;0,1027;Normal value (A)
1990Oct;0,1196;Normal value (A)
1990Sep;0,1200;Normal value (A)
1990Aug;0,1650;Normal value (A)
1990Jul;0,0486;Normal value (A)
1990Jun;0,0644;Normal value (A)
1990May;0,0897;Normal value (A)
1990Apr;0,0682;Normal value (A)
1990Mar;0,1047;Normal value (A)
1990Feb;0,0811;Normal value (A)
1990Jan;0,0919;Normal value (A)
1989Dec;0,0552;Normal value (A)
1989Nov;0,0738;Normal value (A)
1989Oct;0,0413;Normal value (A)
1989Sep;0,0392;Normal value (A)
1989Aug;0,0279;Normal value (A)
1989Jul;0,0264;Normal value (A)
1989Jun;0,0411;Normal value (A)
1989May;0,0272;Normal value (A)
1989Apr;0,0448;Normal value (A)
1989Mar;0,0322;Normal value (A)
1989Feb;0,0386;Normal value (A)
1989Jan;0,0541;Normal value (A)
1988Dec;0,0596;Normal value (A)
1988Nov;0,0667;Normal value (A)
1988Oct;0,0511;Normal value (A)
1988Sep;0,0621;Normal value (A)
1988Aug;0,0753;Normal value (A)
1988Jul;0,0413;Normal value (A)
1988Jun;0,0472;Normal value (A)
1988May;0,0536;Normal value (A)
1988Apr;0,0699;Normal value (A)
1988Mar;0,0993;Normal value (A)
1988Feb;0,0908;Normal value (A)
1988Jan;0,1596;Normal value (A)
1987Dec;0,1287;Normal value (A)
1987Nov;0,1671;Normal value (A)
1987Oct;0,1602;Normal value (A)
1987Sep;0,0476;Normal value (A)
1987Aug;0,0544;Normal value (A)
1987Jul;0,0315;Normal value (A)
1987Jun;0,0866;Normal value (A)
1987May;0,1391;Normal value (A)
1987Apr;0,1232;Normal value (A)
1987Mar;0,0903;Normal value (A)
1987Feb;0,1827;Normal value (A)
1987Jan;0,2840;Normal value (A)
1986Dec;0,0875;Normal value (A)
1986Nov;0,0954;Normal value (A)
1986Oct;0,0562;Normal value (A)
1986Sep;0,0731;Normal value (A)
1986Aug;0,0542;Normal value (A)
1986Jul;0,0443;Normal value (A)
1986Jun;0,0445;Normal value (A)
1986May;0,1235;Normal value (A)
1986Apr;0,1623;Normal value (A)
1986Mar;0,1458;Normal value (A)
1986Feb;0,1725;Normal value (A)
1986Jan;0,1502;Normal value (A)
1985Dec;0,2081;Normal value (A)
1985Nov;0,1948;Normal value (A)
1985Oct;0,1807;Normal value (A)
1985Sep;0,1897;Normal value (A)
1985Aug;0,1429;Normal value (A)
1985Jul;0,1936;Normal value (A)
1985Jun;0,1505;Normal value (A)
1985May;0,2316;Normal value (A)
1985Apr;0,1055;Normal value (A)
1985Mar;0,1701;Normal value (A)
1985Feb;0,2165;Normal value (A)
1985Jan;0,2226;Normal value (A)
1984Dec;0,2378;Normal value (A)
1984Nov;0,2052;Normal value (A)
1984Oct;0,1604;Normal value (A)
1984Sep;0,2510;Normal value (A)
1984Aug;0,1621;Normal value (A)
1984Jul;0,0834;Normal value (A)
1984Jun;0,0519;Normal value (A)
1984May;0,0814;Normal value (A)
1984Apr;0,0861;Normal value (A)
1984Mar;0,1194;Normal value (A)
1984Feb;0,1028;Normal value (A)
1984Jan;0,1121;Normal value (A)
1983Dec;0,1137;Normal value (A)
1983Nov;0,0962;Normal value (A)
1983Oct;0,0727;Normal value (A)
1983Sep;0,1269;Normal value (A)
1983Aug;0,0753;Normal value (A)
1983Jul;0,1560;Normal value (A)
1983Jun;0,1520;Normal value (A)
1983May;0,1270;Normal value (A)
1983Apr;0,2547;Normal value (A)
1983Mar;0,2904;Normal value (A)
1983Feb;0,3017;Normal value (A)
1983Jan;0,3073;Normal value (A)
1982Dec;0,2636;Normal value (A)
1982Nov;0,4587;Normal value (A)
1982Oct;0,4178;Normal value (A)
1982Sep;0,1561;Normal value (A)
1982Aug;0,1381;Normal value (A)
1982Jul;0,1543;Normal value (A)
1982Jun;0,1540;Normal value (A)
1982May;0,1621;Normal value (A)
1982Apr;0,1890;Normal value (A)
1982Mar;0,2330;Normal value (A)
1982Feb;0,4733;Normal value (A)
1982Jan;0,3462;Normal value (A)
1981Dec;0,3594;Normal value (A)
1981Nov;0,3004;Normal value (A)
1981Oct;0,3123;Normal value (A)
1981Sep;0,3018;Normal value (A)
1981Aug;0,0908;Normal value (A)
1981Jul;0,1011;Normal value (A)
1981Jun;0,0998;Normal value (A)
1981May;0,0978;Normal value (A)
1981Apr;0,0893;Normal value (A)
1981Mar;0,1334;Normal value (A)
1981Feb;0,3030;Normal value (A)
1981Jan;0,1066;Normal value (A)
1980Dec;0,1371;Normal value (A)
1980Nov;0,1195;Normal value (A)
1980Oct;0,1473;Normal value (A)
1980Sep;0,0979;Normal value (A)
1980Aug;0,1060;Normal value (A)
1980Jul;0,0611;Normal value (A)
1980Jun;0,0879;Normal value (A)
1980May;0,0752;Normal value (A)
1980Apr;0,1041;Normal value (A)
1980Mar;0,1593;Normal value (A)
1980Feb;0,1791;Normal value (A)
1980Jan;0,2587;Normal value (A)
1979Dec;0,0575;Normal value (A)
1979Nov;0,0589;Normal value (A)
1979Oct;0,0657;Normal value (A)
1979Sep;0,0915;Normal value (A)
1979Aug;0,0653;Normal value (A)
1979Jul;0,1047;Normal value (A)
1979Jun;0,0800;Normal value (A)
1979May;0,0758;Normal value (A)
1979Apr;0,1413;Normal value (A)
1979Mar;0,0952;Normal value (A)
1979Feb;0,2068;Normal value (A)
1979Jan;0,2204;Normal value (A)
1978Dec;0,1326;Normal value (A)
1978Nov;0,1583;Normal value (A)
1978Oct;0,2449;Normal value (A)
1978Sep;0,1172;Normal value (A)
1978Aug;0,1471;Normal value (A)
1978Jul;0,1630;Normal value (A)
1978Jun;0,0937;Normal value (A)
1978May;0,0652;Normal value (A)
1978Apr;0,0881;Normal value (A)
1978Mar;0,1262;Normal value (A)
1978Feb;0,1608;Normal value (A)
1978Jan;0,2674;Normal value (A)
1977Dec;0,2596;Normal value (A)
1977Nov;0,2277;Normal value (A)
1977Oct;0,1936;Normal value (A)
1977Sep;0,2845;Normal value (A)
1977Aug;0,2910;Normal value (A)
1977Jul;0,1897;Normal value (A)
1977Jun;0,2271;Normal value (A)
1977May;0,1731;Normal value (A)
1977Apr;0,3260;Normal value (A)
1977Mar;0,2490;Normal value (A)
1977Feb;0,3777;Normal value (A)
1977Jan;0,3734;Normal value (A)
1976Dec;0,2902;Normal value (A)
1976Nov;0,3802;Normal value (A)
1976Oct;0,4699;Normal value (A)
1976Sep;0,0994;Normal value (A)
1976Aug;0,1282;Normal value (A)
1976Jul;0,0529;Normal value (A)
1976Jun;0,0618;Normal value (A)
1976May;0,0819;Normal value (A)
1976Apr;0,1401;Normal value (A)
1976Mar;0,1354;Normal value (A)
1976Feb;0,1340;Normal value (A)
1976Jan;0,1167;Normal value (A)
1975Dec;0,1214;Normal value (A)
1975Nov;0,2578;Normal value (A)
1975Oct;0,2273;Normal value (A)
1975Sep;0,2740;Normal value (A)
1975Aug;0,1330;Normal value (A)
1975Jul;0,0706;Normal value (A)
1975Jun;0,1290;Normal value (A)
1975May;0,2058;Normal value (A)
1975Apr;0,1757;Normal value (A)
1975Mar;0,1355;Normal value (A)
1975Feb;0,1918;Normal value (A)
1975Jan;0,1207;Normal value (A)
1974Dec;0,1746;Normal value (A)
1974Nov;0,1329;Normal value (A)
1974Oct;0,1449;Normal value (A)
1974Sep;0,1398;Normal value (A)
1974Aug;0,1130;Normal value (A)
1974Jul;0,0492;Normal value (A)
1974Jun;0,0670;Normal value (A)
1974May;0,1105;Normal value (A)
1974Apr;0,0596;Normal value (A)
1974Mar;0,0620;Normal value (A)
1974Feb;0,1835;Normal value (A)
1974Jan;0,1385;Normal value (A)
1973Dec;0,0876;Normal value (A)
1973Nov;0,0698;Normal value (A)
1973Oct;0,0381;Normal value (A)
1973Sep;0,0642;Normal value (A)
1973Aug;0,0529;Normal value (A)
1973Jul;0,0217;Normal value (A)
1973Jun;0,0576;Normal value (A)
1973May;0,0333;Normal value (A)
1973Apr;0,0845;Normal value (A)
1973Mar;0,0578;Normal value (A)
1973Feb;0,0524;Normal value (A)
1973Jan;0,0590;Normal value (A)
1972Dec;0,1531;Normal value (A)
1972Nov;0,0568;Normal value (A)
1972Oct;0,0866;Normal value (A)
1972Sep;0,0798;Normal value (A)
1972Aug;0,0859;Normal value (A)
1972Jul;0,1361;Normal value (A)
1972Jun;0,0387;Normal value (A)
1972May;0,0742;Normal value (A)
1972Apr;0,1011;Normal value (A)
1972Mar;0,1194;Normal value (A)
1972Feb;0,1630;Normal value (A)
1972Jan;0,2659;Normal value (A)
1971Dec;0,2068;Normal value (A)
1971Nov;0,1626;Normal value (A)
1971Oct;0,1808;Normal value (A)
1971Sep;0,3134;Normal value (A)
1971Aug;0,1433;Normal value (A)
1971Jul;0,1091;Normal value (A)
1971Jun;0,0764;Normal value (A)
1971May;0,1857;Normal value (A)
1971Apr;0,1795;Normal value (A)
1971Mar;0,1031;Normal value (A)
1971Feb;0,1837;Normal value (A)
1971Jan;0,1715;Normal value (A)
1970Dec;0,0221;Normal value (A)
1970Nov;0,0584;Normal value (A)
1970Oct;0,0725;Normal value (A)
1970Sep;0,0395;Normal value (A)
1970Aug;0,0549;Normal value (A)
1970Jul;0,0694;Normal value (A)
1970Jun;0,0924;Normal value (A)
1970May;0,0711;Normal value (A)
1970Apr;0,0949;Normal value (A)
1970Mar;0,0602;Normal value (A)
1970Feb;0,1040;Normal value (A)
1970Jan;0,0767;Normal value (A)
